Balsta,28.935,412.772,2764,,
Baltar,488.635,-362.6,2764,,
Bamburgh,607.345,-136.463,2764,,
Ban Na San,359.813,220.701,2764,,
Bandora,13.177,-177.367,2764,,
Banfora,-98.055,-349.684,2764,,
Bangor,176.54,349.722,2764,,
Bannerhoft,550.561,285.392,2764,,
Banori,494.25,124.118,2764,,
Barahona,684.662,284.052,2764,,
Baranda,449.246,-259.031,2764,,
Barcelona,-204.78,411.468,2764,,
Barlaston,-123.603,-266.57,2764,,
Barlow's End,304.496,63.029,2764,,
Barras,20.917,-354.184,2764,,
Barstow,170.602,-40.891,2764,,
Bartrock,590.654,-148.154,2764,,
Baruun Urt,105.579,237.731,2764,,
Baryshevo,-350.486,235.443,2764,,
Basalt,66.163,-29,2764,,
Basantapur,364.471,-284.41,2764,,
Basiliano,-36.966,341.425,2764,,
Bass,-218.513,-353.602,2764,,
Bassfield,588.832,4.872,2764,,
Bastian,297.261,-160.021,2764,,
Bastrop,563.403,61.713,2764,,
Batajnica,-369.912,118.349,2764,,
Batavia,201.099,-55.363,2764,,
Battaraigi,-193.914,495.747,2764,,
Baxley,432.196,-150.01,2764,,
Baxter,-31.288,112.658,2764,,
Bayeux,551.924,-52.639,2764,,
Bayindir,-242.749,-296.299,2764,,
Bayis,-254.159,166.531,2764,,
Beaumont,583.944,39.755,2764,,
Beauvais,-500.213,204.073,2764,,
Beckars,-510.097,128.988,2764,,
Bedeque,-124.593,-77.338,2764,,
Beecher,183.783,-50.201,2764,,
Beenleigh,183.783,-268.848,2764,,
Beid,124.585,-243.766,2764,,
Beils,155.176,190.344,2764,,
Belacruz,378.019,179.122,2764,,
Belaire,334.489,-274.3,2764,,
Belamor (Zanzor 2822+),61.806,-293.804,2764,,
Bell (CC),104.163,-109.868,2764,,
Bell (OA),535.241,221.311,2764,,
Bella,-259.291,-44.251,2764,,
Belladonna,262.877,-124.637,2764,,
Bellatrix,54.279,-351.609,2764,,
Bellevue,328.026,-57.682,2764,,
Belluevue,-0.03,-79.895,2764,,
Benedict,473.29,-11.428,2764,,
Benet,262.877,58.113,2764,,
Benfled,-72.905,260.773,2764,,
Benjamin,123.977,134.529,2764,,
Bensinger,-128.757,444.564,2764,,
Bentley,-6.984,-233.761,2764,,
Beowulf,-124.146,507.223,2764,,
Berenson,-13.703,-71.133,2764,,
Bergman's Planet,265.979,74.914,2764,,
Bergtatt,117.216,-375.025,2764,,
Bernardo,-21.207,-94.595,2764,,
Bessarabia,-25.605,276.803,2764,,
Beta,-154.824,384.33,2764,,
Beta Mensae,317.163,129.199,2764,,
Beta Regulus,-201.451,276.407,2764,,
Betelgeuse,5.674,-306.903,2764,,
Beten Kaitos,167.162,-112.913,2764,,
Bethel,140.619,-184.105,2764,,
Bethonolog,-187.952,-357.999,2764,,
Bettendorf,264.949,25.801,2764,,
Bex,32.245,-46.081,2764,,
Bhaktapur,24.475,-78.52,2764,,
Bharat,58.927,-41.666,2764,,
Bhykov,70.051,-228.303,2764,,
Bicester,148.628,227.948,2764,,
Biegga,-189.757,382.354,2764,,
Biham,71.853,36.654,2764,,
Bilma,111.212,321.113,2764,,
Biloela,-351.28,-12.71,2764,,
Binyang,-370.409,21.414,2764,,
Biota,-44.735,271.632,2764,,
Birmensdorf,383.083,-270.932,2764,,
Birqash,275.802,-266.27,2764,,
Bismarck,-245.316,-264.984,2764,,
Bithinia,-18.878,-178.455,2764,,
Biuque,-223.115,245.005,2764,,
Bjarred,243.394,408.678,2764,,
Bjornlunda,-149.967,88.354,2764,,
Black Earth,-180.395,393.639,2764,,
Blackjack,-156.905,364.43,2764,,
Blackstone,-123.877,473.522,2764,,
Blair Atholl,-98.763,271.115,2764,,
Blandinsville,227.989,-32.874,2764,,
Blandou,120.873,-280.959,2764,,
Blida,168.303,-240.211,2764,,
Blommestein,724.778,222.868,2764,,
Blue Diamond,-41.623,181.415,2764,,
Blue Hole,-186.646,348.664,2764,,
Blue Sava,-33.31,-66.814,2764,,
Blueys,601.61,296.35,2764,,
Bluford,447.44,-80.182,2764,,
Blumenort,-208.842,296.446,2764,,
Boara,-310.769,481.44,2764,,
Boardwalk,-13.703,-197.583,2764,,
Bobruisk,-336.189,-15.482,2764,,
Bodnath,157.54,-259.22,2764,,
Boeotia,160.821,-136.233,2764,,
Bogard,269.339,-32.361,2764,,
Bogerth,67.938,-256.43,2764,,
Bogrib,-139.179,-305.873,2764,,
Bolan,-277.973,5.192,2764,,
Bonaire,-44.042,-96.418,2764,,
Bondurant,-162.862,-45.28,2764,,
Bone-Norman,-185.36,424.923,2764,,
Bonneau,396.266,-165.967,2764,,
Booker,-237.65,-357.776,2764,,
Boondock,590.899,21.414,2764,,
Bora,38.768,-157.74,2764,,
Borden,51.427,-370.734,2764,,
Bordon,-63.082,-33.391,2764,,
Borgan's Rift,-105.063,-412.086,2764,,
Borghese,-79.282,210.528,2764,,
Borka,-56.598,-325.638,2764,,
Bossangoa,731.853,277.423,2764,,
Botany Bay,-177.828,483.083,2764,,
Bothwell,482.576,23.941,2764,,
Bougie,-505.773,215.463,2764,,
Boulsi,778.124,189.993,2764,,
Bountiful Harvest,-137.281,261.032,2764,,
Bowang,-315.093,-159.326,2764,,
Braben's Frontier,580.482,206.47,2764,,
Brabent,174.029,-192.577,2764,,
Brailsford,327.49,385.138,2764,,
Branzoll,207.085,-175.168,2764,,
Brasha,436.566,194.866,2764,,
Braum,103.719,-315.56,2764,,
Braunton,129.24,237.243,2764,,
Breed,195.41,39.755,2764,,
Bremen (RWR),-472.113,338.415,2764,,
Bremond,388.248,58.63,2764,,
Brest,30.759,-303.5,2764,,
Breukelen,-88.149,141.349,2764,,
Brighton,79.087,-200.359,2764,,
Brihuega,354.897,391.082,2764,,
Bringdam,101.458,-409.107,2764,,
Brinton,134.638,-411.522,2764,,
Brisbane,154.953,-398.782,2764,,
Bristol,179.097,-65.984,2764,,
Brixtana,-91.651,-450.122,2764,,
Broaddus,465.025,55.784,2764,,
Brocchi's Cluster,160.691,387.513,2764,,
Brockton,531.977,-119.184,2764,,
Brockway,218.167,-355.971,2764,,
Broken Wheel,534.29,-173.501,2764,,
Bromhead,159.739,-377.477,2764,,
Brookeland,440.204,70.523,2764,,
Brooloo,-267.032,284.556,2764,,
Brownsville,6.466,-29.788,2764,,
Bruben,-5.704,388.468,2764,,
Brundage,403.502,49.323,2764,,
Brusett,245.563,-328.119,2764,,
Bryant,13.177,-13.229,2764,,
Bryceland,406.606,97.919,2764,,
Buchlau,70.048,-68.804,2764,,
Bucklands,-326.196,330.561,2764,,
Buckminster,17.582,154.653,2764,,
Budingen,382.302,162.025,2764,,
Buena,-400.433,35.625,2764,,
Buenos Aires,18.092,-341.994,2764,,
Burnt Rock,-328.509,191.528,2764,,
Burton,185.434,-420.735,2764,,
Bushmill,3.025,329.358,2764,,
Butler,-126.179,375.283,2764,,
Butte Hold,-100.816,462.398,2764,,
Butzfleth,-108.041,-373.809,2764,,
Bye's Ship,-250.981,-493.657,2764,,
Byesville,132.602,335.734,2764,,
Cabanatuan,292.485,448.092,2764,,
Cadela,426.669,-390.876,2764,,
Cadiz (DC),122.004,149.102,2764,,
Caerlaverock,488.177,43.475,2764,,
Caesaera,233.978,356.372,2764,,
Cahokia,288.727,-72.946,2764,,
Caillinius,-130.967,540.409,2764,,
Cajamarca,-243.235,-162.892,2764,,
Calafell,-366.542,130.232,2764,,
Calchedon,-366.936,-96.04,2764,,
Caldarium,-444.773,234.442,2764,,
Caldrea,33.853,193.307,2764,,
Caldwell,332.592,-325.176,2764,,
Caledea,-283.323,215.575,2764,,
Caledonia,-121.025,37.179,2764,,
Calingasta,670.847,182.793,2764,,
Calish,457.6,159.587,2764,,
Callison,-62.556,-15.044,2764,,
Callisto,-156.589,123.798,2764,,
Calloway,-58.168,-199.567,2764,,
Calpaca,-20.166,-214.831,2764,,
Calseraigne,-8.281,-367.667,2764,,
Calvados,-459.055,-6.629,2764,,
Camadeierre,217.73,-401.501,2764,,
Cambiano,351.538,-241.982,2764,,
Cameron (FWL),-157.697,-196.793,2764,,
Cameron (LC),-172.97,167.203,2764,,
Camlann (FWL),-153.871,-233.875,2764,,
Camlann (LC),0.521,165.62,2764,,
Cammal,111.4,-164.975,2764,,
Campbelton,-168.439,-112.094,2764,,
Campertown,-5.436,-159.326,2764,,
Campoleone,-299.83,-291.844,2764,,
Canal,-377.634,307.298,2764,,
Candiear,-203.78,-419.341,2764,,
Canonbie,-122.017,67.163,2764,,
Canopus,-147.166,-394.997,2764,,
Cap Rouge,-123.612,-307.697,2764,,
Capac,310.184,-56.394,2764,,
Capella,38.133,-172.157,2764,,
Caph,12.917,-0.564,2764,,
Capolla,8.003,-41.409,2764,,
Capra,340.416,105.709,2764,,
Capricorn,87.616,-186.38,2764,,
Caracol,273.349,398.823,2764,,
Carbonis,-47.58,-175.575,2764,,
Carcassonne,380.381,18.128,2764,,
Cardff,-377.873,-5.998,2764,,
Caria,157.768,-125.011,2764,,
Caripare,146.814,291.272,2764,,
Carlisle,-304.983,88.88,2764,,
Carmacks,183.783,-236.833,2764,,
Carmelita,749.431,237.95,2764,,
Carmen,28.43,-264.486,2764,,
Carmichael,199.553,-349.033,2764,,
Carnac,233.807,-24.011,2764,,
Carnwath,-63.082,82.416,2764,,
Carse,-15.777,239.059,2764,,
Carsphairn,-96.168,38.985,2764,,
Carstairs,-77.04,139.279,2764,,
Cartago,139.836,-10.127,2764,,
Carver (Liberty 3063+),-5.436,-20.722,2764,,
Cascade,-223.115,-47.613,2764,,
Caselton,115.467,-32.666,2764,,
Casere,77.8,343.743,2764,,
Cassias,317.678,79.828,2764,,
Castor,-40.43,-16.683,2764,,
Castrovia,13.692,-252.594,2764,,
Cate's Hold,-69.555,-471.669,2764,,
Catroxx,-90.857,-36.364,2764,,
Cavalor,60.99,-387.783,2764,,
Cavanaugh,-307.125,-52.558,2764,,
Cayuga,-280.178,-513.855,2764,,
Ceará,-221.311,-322.913,2764,,
Cebalrai,-8.289,119.379,2764,,
Ceiba,720.2,266.605,2764,,
Celebes,118.075,75.829,2764,,
Celentaro,339.936,-348.979,2764,,
Centavido,257.724,-368.727,2764,,
Ceram,-518.535,171.094,2764,,
Cerberus,475.838,190.466,2764,,
Cerignola,-328.01,-286.324,2764,,
Cerillos,-369.902,-81.213,2764,,
Cerulean,412.809,-80.698,2764,,
Ceuta,-538.748,199.654,2764,,
Chaffee (LC),-95.395,82.416,2764,,
Chagos,-263.651,-226.229,2764,,
Chahar,-198.534,340.642,2764,,
Chakachamna,299.848,-181.231,2764,,
Chalouba,-277.927,-141.685,2764,,
Chamdo,10.332,-152.286,2764,,
Champadanga,-381.806,216.314,2764,,
Chandler,47.037,207.265,2764,,
Chanute,463.735,23.474,2764,,
Chapineria,292.088,392.083,2764,,
Chapultepec,-240.361,343.486,2764,,
Charity,315.099,263.937,2764,,
Charleywood,275.718,-21.722,2764,,
Chateau,-75.747,395.445,2764,,
Chatham,180.94,250.168,2764,,
Chaumont,360.585,17.213,2764,,
Chaville,17.398,46.931,2764,,
Chebanse,225.145,-102.928,2764,,
Chengdu,-29.575,-170.358,2764,,
Chenier,580.569,-41.409,2764,,
Chennai,10.046,-374.191,2764,,
Cheriton,244.78,328.533,2764,,
Chertan,-74.708,-15.558,2764,,
Chesterton,115.619,-71.037,2764,,
Chhaprauli,-346.127,219.417,2764,,
Chiavenna,-380.518,88.355,2764,,
Chichibu,90.467,74.914,2764,,
Chillon,227.851,-242.96,2764,,
Chilung,-123.603,-247.142,2764,,
Chimpaw,45.162,154.465,2764,,
Chinmen Tao,341.208,215.537,2764,,
Chirala,385.662,240.871,2764,,
Chirikof,335.799,-233.463,2764,,
Chisholm (Elgin 2878+),1.54,-50.974,2764,,
Chita,-489.077,290.188,2764,,
Chitwan,18.749,-172.42,2764,,
Choex,-454.406,-44.649,2764,,
Cholame,202.397,-31.328,2764,,
Chorley,332.933,379.684,2764,,
Chota,186.624,-21.95,2764,,
Choudrant,336.035,56.042,2764,,
Chouli,169.583,-287.756,2764,,
Christiania,17.531,366.005,2764,,
Chukchi,-180.694,90.425,2764,,
Chupadero,227.989,379.415,2764,,
Ciampino,-331.454,166.945,2764,,
Cilvituk,-493.401,225.665,2764,,
Cimeron,362.649,83.967,2764,,
Ciotat,-154.626,74.397,2764,,
Circinus,-388.555,-66.824,2764,,
Cirebon,-147.094,-263.197,2764,,
Claxton,15.497,-264.185,2764,,
Claybrooke,-51.972,-369.147,2764,,
Clearfield,263.651,327.489,2764,,
Clermont,-209.941,352.538,2764,,
Clinton,-165.923,53.979,2764,,
Clipperton,-248.983,-204.524,2764,,
Clovis,180.166,3.056,2764,,
Cohagen,372.222,-316.226,2764,,
Cohay,610.039,11.331,2764,,
Colchester,305.27,-13.488,2764,,
Coldbrook,-421.851,126.358,2764,,
Cole Harbour,-121.025,-292.438,2764,,
Colfax,-232.927,-49.158,2764,,
Colia,357.494,66.905,2764,,
Colinas,-157.399,107.998,2764,,
Colmar,-66.184,299.293,2764,,
Coloma,283.383,-87.36,2764,,
Colorado,344.568,-199.071,2764,,
Columbine,74.945,-345.955,2764,,
Commonwealth Mining Outpost 26 (Gulf Breeze 3057+,-304.289,203.387,2764,,
Conakry,-316.194,-131.667,2764,,
Concord,-146.598,-27.967,2764,,
Conley's Patch,-220.211,205.816,2764,,
Connaught,-54.292,-40.367,2764,,
Conquista,-9.579,-307.101,2764,,
Conroe,377.137,91.456,2764,,
Constance,100.031,429.051,2764,,
Conwy,77.664,-71.325,2764,,
Cooperland,567.72,-266.091,2764,,
Coopertown,-301.667,-455.141,2764,,
Cor Caroli,-62.301,15.463,2764,,
Coraines,489.546,196.5,2764,,
Corbeanca,-350.486,-235.839,2764,,
Cordiagr,24.296,-191.043,2764,,
Corella,142.165,-251.304,2764,,
Corey,21.443,-136.227,2764,,
Corfu,63.565,322.264,2764,,
Coriscana,-187.928,-109.174,2764,,
Cork,525.584,66.453,2764,,
Corodiz,135.703,-374.901,2764,,
Coromodir,92.158,-466.511,2764,,
Corridan,-38.014,121.453,2764,,
Corsica Nueva,194.121,227.165,2764,,
Corydon,216.61,-38.822,2764,,
Cosenza,325.957,161.51,2764,,
Cotocallao,144.753,-299.672,2764,,
Coudoux,180.696,382.752,2764,,
Courcellete,141.65,-310.772,2764,,
Courchevel,95.114,344.785,2764,,
Courtney,283.732,4.847,2764,,
Coventry,-257.862,221.263,2764,,
Covington,360.339,-149.712,2764,,
Coyle,636.799,170.182,2764,,
Cranston,-211.47,-336.729,2764,,
Crawford,205.865,-276.17,2764,,
Crawford's Delight,-209.067,-519.376,2764,,
Cree,-189.457,-247.497,2764,,
Crellacor,-82.874,469.854,2764,,
Cresson,-269.816,-483.923,2764,,
Crestoblus,452.156,102.526,2764,,
Crevedia,-128.468,160.226,2764,,
Crichton,589.252,226.772,2764,,
Crimond,-68.521,230.614,2764,,
Crofton,522.914,-78.108,2764,,
Cronulla,-33.091,-251.008,2764,,
Crossing,253.313,47.262,2764,,
Cruz Alta,-436.915,20.632,2764,,
Cryfder,-153.289,493.887,2764,,
Csesztreg,-69.286,391.313,2764,,
Csomad,427.282,-292.14,2764,,
Culmia,544.081,240.757,2764,,
Cumberland,207.037,-264.979,2764,,
Cumbres,-154.031,201.831,2764,,
Curaumilla,-330.364,-119.181,2764,,
Cursa,-51.456,-348.632,2764,,
Cussar (Barlow's Folly 2864+),173.189,66.905,2764,,
Cusset,-49.375,283.778,2764,,
Custozza,-544.644,355.231,2764,,
Cylene,105.978,25.03,2764,,
Cynthiana (Liao 2202+),34.29,-68.578,2764,,
Cyrenaica,156.561,273.932,2764,,
Cyrton,364.13,-343.269,2764,,
Czarvowo,-317.48,61.477,2764,,
Dabih,59.968,83.504,2764,,
Dagda (LC),-225.943,101.604,2764,,
Dahar,279.421,20.112,2764,,
Dainmar Majoris,-62.198,-484.197,2764,,
Dalcour,-384.879,-99.555,2764,,
Dalian,-57.584,-267.289,2764,,
Dalkeith,-26.4,157.711,2764,,
Dalmantia,221.365,166.525,2764,,
Dalton,-115.774,-229.895,2764,,
Damevang,345.59,64.322,2764,,
Damian,72.894,459.292,2764,,
Danais,-148.084,-40.367,2764,,
Daneshmand,-72.122,-181.031,2764,,
Daniels,124.593,-196.495,2764,,
Danli,667.385,273.411,2764,,
Dansur,-74.923,-315.105,2764,,
Danxian,-347.412,17.271,2764,,
Daol,146.776,-335.259,2764,,
Dar-es-Salaam,-194.866,13.391,2764,,
Darius,65.124,204.678,2764,,
Darwendale,311.732,-262.9,2764,,
David,140.085,19.234,2764,,
Davisville,481.307,-27.443,2764,,
Dawn,29.194,375.286,2764,,
Dayr Khuna,-113.791,-196.495,2764,,
Ddraig,750.889,151.599,2764,,
De Berry,446.666,62.502,2764,,
Decatur,54.151,-336.258,2764,,
Declan,362.876,-20.348,2764,,
Decus,44.448,-251.599,2764,,
Defiance,424.953,-106.593,2764,,
Dehgolan,5.425,198.997,2764,,
Deia,-176.045,303.685,2764,,
Delacambre,539.708,4.872,2764,,
Delacruz,372.478,113.17,2764,,
Delagoa,-431.528,360.363,2764,,
Delavan,269.864,-95.167,2764,,
Delitzsch,326.461,146.804,2764,,
Dell,-61.279,330.822,2764,,
Delos,613.405,59.926,2764,,
Delphos,319.751,-52.004,2764,,
Demeter,91.497,-69.589,2764,,
Denbar,69.007,-235.248,2764,,
Deneb Algedi,41.097,26.058,2764,,
Deneb Kaitos,64.617,-12.971,2764,,
Denebola,-37.843,-1.621,2764,,
Denizli,-113.005,347.374,2764,,
Derby,-488.478,275.331,2764,,
Derf,-130.839,394.669,2764,,
Des Arc,496.566,-83.542,2764,,
Deschenes,-87.116,-297.592,2764,,
Deshler,215.065,74.397,2764,,
Desolate Plains,207.01,-361.318,2764,,
Detroit,19.15,-452.551,2764,,
Devil's Breath,509.764,226.297,2764,,
Devil's Rock,-36.193,-15.302,2764,,
